Tissue,Cancer type,HSP,HSP,GTEX,TCGA
Stomach,STAD,HSPA1B,DNAJC9,Sig,NS
Stomach,STAD,HSPA1B,GAK,NS,NS
Stomach,STAD,HSPA1B,HSCB,NS,NS
Stomach,STAD,HSPA1B,HSP90AA1,Sig,Sig
Stomach,STAD,HSPA1B,HSP90AB1,Sig,Sig
Stomach,STAD,HSPA1B,HSP90B1,Sig,NS
Stomach,STAD,HSPA1B,HSPA12A,Sig,NS
Stomach,STAD,HSPA1B,HSPA12B,Sig,NS
Stomach,STAD,HSPA1B,HSPA13,Sig,NS
Stomach,STAD,HSPA1B,HSPA14,NS,NS
Stomach,STAD,HSPA1B,HSPA1A,Sig,Sig
Stomach,STAD,HSPA1L,CRYAA,NS,NS
Stomach,STAD,HSPA1L,CRYAB,Sig,Sig
Stomach,STAD,HSPA1L,DNAJA1,Sig,NS
Stomach,STAD,HSPA1L,DNAJA2,Sig,NS
Stomach,STAD,HSPA1L,DNAJA3,Sig,NS
Stomach,STAD,HSPA1L,DNAJA4,Sig,NS
Stomach,STAD,HSPA1L,DNAJB1,Sig,NS
Stomach,STAD,HSPA1L,DNAJB11,NS,NS
Stomach,STAD,HSPA1L,DNAJB12,Sig,NS
Stomach,STAD,HSPA1L,DNAJB13,NS,NS
Stomach,STAD,HSPA1L,DNAJB14,Sig,NS
Stomach,STAD,HSPA1L,DNAJB2,Sig,NS
Stomach,STAD,HSPA1L,DNAJB3,NS,NS
Stomach,STAD,HSPA1L,DNAJB4,Sig,NS
Stomach,STAD,HSPA1L,DNAJB5,Sig,Sig
Stomach,STAD,HSPA1L,DNAJB6,Sig,NS
Stomach,STAD,HSPA1L,DNAJB7,NS,NS
Stomach,STAD,HSPA1L,DNAJB8,NS,NS
Stomach,STAD,HSPA1L,DNAJB9,NS,NS
Stomach,STAD,HSPA1L,DNAJC1,NS,NS
Stomach,STAD,HSPA1L,DNAJC10,Sig,NS
Stomach,STAD,HSPA1L,DNAJC11,NS,NS
Stomach,STAD,HSPA1L,DNAJC12,Sig,NS
Stomach,STAD,HSPA1L,DNAJC13,Sig,NS
Stomach,STAD,HSPA1L,DNAJC14,Sig,NS
Stomach,STAD,HSPA1L,DNAJC15,Sig,NS
Stomach,STAD,HSPA1L,DNAJC16,Sig,NS
Stomach,STAD,HSPA1L,DNAJC17,Sig,NS
Stomach,STAD,HSPA1L,DNAJC18,Sig,Sig
Stomach,STAD,HSPA1L,DNAJC19,Sig,NS
Stomach,STAD,HSPA1L,DNAJC2,Sig,NS
Stomach,STAD,HSPA1L,DNAJC21,Sig,NS
Stomach,STAD,HSPA1L,DNAJC22,Sig,NS
Stomach,STAD,HSPA1L,DNAJC24,Sig,NS
Stomach,STAD,HSPA1L,DNAJC25,Sig,NS
Stomach,STAD,HSPA1L,DNAJC27,Sig,NS
Stomach,STAD,HSPA1L,DNAJC28,NS,NS
Stomach,STAD,HSPA1L,DNAJC3,NS,NS
Stomach,STAD,HSPA1L,DNAJC30,Sig,NS
Stomach,STAD,HSPA1L,DNAJC4,NS,NS
Stomach,STAD,HSPA1L,DNAJC5,NS,NS
Stomach,STAD,HSPA1L,DNAJC5B,NS,NS
Stomach,STAD,HSPA1L,DNAJC6,Sig,NS
Stomach,STAD,HSPA1L,DNAJC7,Sig,NS
Stomach,STAD,HSPA1L,DNAJC8,Sig,NS
Stomach,STAD,HSPA1L,DNAJC9,Sig,NS
Stomach,STAD,HSPA1L,GAK,NS,NS
Stomach,STAD,HSPA1L,HSCB,Sig,NS
Stomach,STAD,HSPA1L,HSP90AA1,Sig,NS
Stomach,STAD,HSPA1L,HSP90AB1,Sig,NS
Stomach,STAD,HSPA1L,HSP90B1,Sig,NS
Stomach,STAD,HSPA1L,HSPA12A,Sig,Sig
Stomach,STAD,HSPA1L,HSPA12B,Sig,NS
Stomach,STAD,HSPA1L,HSPA13,Sig,NS
Stomach,STAD,HSPA1L,HSPA14,Sig,NS
Stomach,STAD,HSPA1L,HSPA1A,Sig,NS
Stomach,STAD,HSPA1L,HSPA1B,Sig,NS
Stomach,STAD,HSPA2,CRYAA,NS,NS
Stomach,STAD,HSPA2,CRYAB,Sig,Sig
Stomach,STAD,HSPA2,DNAJA1,Sig,NS
Stomach,STAD,HSPA2,DNAJA2,Sig,NS
Stomach,STAD,HSPA2,DNAJA3,Sig,NS
Stomach,STAD,HSPA2,DNAJA4,Sig,NS
Stomach,STAD,HSPA2,DNAJB1,Sig,NS
Stomach,STAD,HSPA2,DNAJB11,NS,NS
Stomach,STAD,HSPA2,DNAJB12,Sig,NS
Stomach,STAD,HSPA2,DNAJB13,NS,NS
Stomach,STAD,HSPA2,DNAJB14,Sig,NS
Stomach,STAD,HSPA2,DNAJB2,Sig,NS
Stomach,STAD,HSPA2,DNAJB3,Sig,NS
Stomach,STAD,HSPA2,DNAJB4,Sig,Sig
Stomach,STAD,HSPA2,DNAJB5,Sig,Sig
Stomach,STAD,HSPA2,DNAJB6,Sig,NS
Stomach,STAD,HSPA2,DNAJB7,NS,NS
Stomach,STAD,HSPA2,DNAJB8,NS,NS
Stomach,STAD,HSPA2,DNAJB9,NS,NS
Stomach,STAD,HSPA2,DNAJC1,Sig,NS
Stomach,STAD,HSPA2,DNAJC10,Sig,NS
Stomach,STAD,HSPA2,DNAJC11,NS,NS
Stomach,STAD,HSPA2,DNAJC12,Sig,NS
Stomach,STAD,HSPA2,DNAJC13,Sig,NS
Stomach,STAD,HSPA2,DNAJC14,Sig,NS
Stomach,STAD,HSPA2,DNAJC15,Sig,NS
Stomach,STAD,HSPA2,DNAJC16,Sig,NS
Stomach,STAD,HSPA2,DNAJC17,Sig,NS
Stomach,STAD,HSPA2,DNAJC18,Sig,Sig
Stomach,STAD,HSPA2,DNAJC19,Sig,NS
Stomach,STAD,HSPA2,DNAJC2,Sig,NS
Stomach,STAD,HSPA2,DNAJC21,Sig,NS
Stomach,STAD,HSPA2,DNAJC22,Sig,NS
Stomach,STAD,HSPA2,DNAJC24,Sig,NS
Stomach,STAD,HSPA2,DNAJC25,Sig,NS
Stomach,STAD,HSPA2,DNAJC27,Sig,NS
Stomach,STAD,HSPA2,DNAJC28,NS,NS
Stomach,STAD,HSPA2,DNAJC3,Sig,NS
Stomach,STAD,HSPA2,DNAJC30,Sig,NS
Stomach,STAD,HSPA2,DNAJC4,NS,NS
Stomach,STAD,HSPA2,DNAJC5,NS,NS
Stomach,STAD,HSPA2,DNAJC5B,NS,NS
Stomach,STAD,HSPA2,DNAJC6,Sig,NS
Stomach,STAD,HSPA2,DNAJC7,Sig,NS
Stomach,STAD,HSPA2,DNAJC8,Sig,NS
Stomach,STAD,HSPA2,DNAJC9,Sig,NS
Stomach,STAD,HSPA2,GAK,NS,NS
Stomach,STAD,HSPA2,HSCB,Sig,NS
Stomach,STAD,HSPA2,HSP90AA1,Sig,NS
Stomach,STAD,HSPA2,HSP90AB1,Sig,NS
Stomach,STAD,HSPA2,HSP90B1,Sig,NS
Stomach,STAD,HSPA2,HSPA12A,Sig,Sig
Stomach,STAD,HSPA2,HSPA12B,Sig,Sig
Stomach,STAD,HSPA2,HSPA13,Sig,NS
Stomach,STAD,HSPA2,HSPA14,Sig,NS
Stomach,STAD,HSPA2,HSPA1A,Sig,NS
Stomach,STAD,HSPA2,HSPA1B,Sig,NS
Stomach,STAD,HSPA2,HSPA1L,Sig,Sig
Stomach,STAD,HSPA4,CRYAA,NS,NS
Stomach,STAD,HSPA4,CRYAB,Sig,NS
Stomach,STAD,HSPA4,DNAJA1,Sig,Sig
Stomach,STAD,HSPA4,DNAJA2,Sig,NS
Stomach,STAD,HSPA4,DNAJA3,Sig,NS
Stomach,STAD,HSPA4,DNAJA4,Sig,NS
Stomach,STAD,HSPA4,DNAJB1,Sig,NS
Stomach,STAD,HSPA4,DNAJB11,Sig,NS
Stomach,STAD,HSPA4,DNAJB12,Sig,NS
Stomach,STAD,HSPA4,DNAJB13,NS,NS
Stomach,STAD,HSPA4,DNAJB14,Sig,NS
Stomach,STAD,HSPA4,DNAJB2,Sig,NS
Stomach,STAD,HSPA4,DNAJB3,NS,NS
Stomach,STAD,HSPA4,DNAJB4,Sig,NS
Stomach,STAD,HSPA4,DNAJB5,Sig,NS
Stomach,STAD,HSPA4,DNAJB6,Sig,NS
Stomach,STAD,HSPA4,DNAJB7,NS,NS
Stomach,STAD,HSPA4,DNAJB8,NS,NS
Stomach,STAD,HSPA4,DNAJB9,Sig,NS
Stomach,STAD,HSPA4,DNAJC1,Sig,NS
Stomach,STAD,HSPA4,DNAJC10,Sig,NS
Stomach,STAD,HSPA4,DNAJC11,Sig,NS
Stomach,STAD,HSPA4,DNAJC12,Sig,NS
Stomach,STAD,HSPA4,DNAJC13,Sig,NS
Stomach,STAD,HSPA4,DNAJC14,Sig,NS
Stomach,STAD,HSPA4,DNAJC15,Sig,NS
Stomach,STAD,HSPA4,DNAJC16,Sig,NS
Stomach,STAD,HSPA4,DNAJC17,Sig,NS
Stomach,STAD,HSPA4,DNAJC18,Sig,NS
Stomach,STAD,HSPA4,DNAJC19,Sig,NS
Stomach,STAD,HSPA4,DNAJC2,Sig,NS
Stomach,STAD,HSPA4,DNAJC21,Sig,NS
Stomach,STAD,HSPA4,DNAJC22,NS,NS
Stomach,STAD,HSPA4,DNAJC24,Sig,NS
Stomach,STAD,HSPA4,DNAJC25,Sig,NS
Stomach,STAD,HSPA4,DNAJC27,Sig,NS
Stomach,STAD,HSPA4,DNAJC28,NS,NS
Stomach,STAD,HSPA4,DNAJC3,Sig,NS
Stomach,STAD,HSPA4,DNAJC30,Sig,NS
Stomach,STAD,HSPA4,DNAJC4,NS,NS
Stomach,STAD,HSPA4,DNAJC5,Sig,NS
Stomach,STAD,HSPA4,DNAJC5B,NS,NS
Stomach,STAD,HSPA4,DNAJC6,Sig,NS
Stomach,STAD,HSPA4,DNAJC7,Sig,Sig
Stomach,STAD,HSPA4,DNAJC8,Sig,NS
Stomach,STAD,HSPA4,DNAJC9,Sig,NS
Stomach,STAD,HSPA4,GAK,NS,NS
Stomach,STAD,HSPA4,HSCB,Sig,NS
Stomach,STAD,HSPA4,HSP90AA1,Sig,Sig
Stomach,STAD,HSPA4,HSP90AB1,Sig,Sig
Stomach,STAD,HSPA4,HSP90B1,Sig,Sig
Stomach,STAD,HSPA4,HSPA12A,Sig,NS
Stomach,STAD,HSPA4,HSPA12B,Sig,NS
Stomach,STAD,HSPA4,HSPA13,Sig,NS
Stomach,STAD,HSPA4,HSPA14,Sig,Sig
Stomach,STAD,HSPA4,HSPA1A,Sig,NS
Stomach,STAD,HSPA4,HSPA1B,Sig,NS
Stomach,STAD,HSPA4,HSPA1L,Sig,NS
Stomach,STAD,HSPA4,HSPA2,Sig,NS
Stomach,STAD,HSPA4L,CRYAA,NS,NS
Stomach,STAD,HSPA4L,CRYAB,Sig,NS
Stomach,STAD,HSPA4L,DNAJA1,Sig,NS
Stomach,STAD,HSPA4L,DNAJA2,Sig,NS
Stomach,STAD,HSPA4L,DNAJA3,Sig,NS
Stomach,STAD,HSPA4L,DNAJA4,Sig,NS
Stomach,STAD,HSPA4L,DNAJB1,Sig,NS
Stomach,STAD,HSPA4L,DNAJB11,NS,NS
Stomach,STAD,HSPA4L,DNAJB12,Sig,NS
Stomach,STAD,HSPA4L,DNAJB13,NS,NS
Stomach,STAD,HSPA4L,DNAJB14,Sig,Sig
Stomach,STAD,HSPA4L,DNAJB2,Sig,NS
Stomach,STAD,HSPA4L,DNAJB3,Sig,NS
Stomach,STAD,HSPA4L,DNAJB4,Sig,NS
Stomach,STAD,HSPA4L,DNAJB5,Sig,NS
Stomach,STAD,HSPA4L,DNAJB6,Sig,NS
Stomach,STAD,HSPA4L,DNAJB7,NS,NS
Stomach,STAD,HSPA4L,DNAJB8,NS,NS
Stomach,STAD,HSPA4L,DNAJB9,Sig,NS
Stomach,STAD,HSPA4L,DNAJC1,Sig,NS
Stomach,STAD,HSPA4L,DNAJC10,Sig,NS
Stomach,STAD,HSPA4L,DNAJC11,NS,NS
Stomach,STAD,HSPA4L,DNAJC12,Sig,NS
Stomach,STAD,HSPA4L,DNAJC13,Sig,NS
Stomach,STAD,HSPA4L,DNAJC14,Sig,NS
Stomach,STAD,HSPA4L,DNAJC15,Sig,NS
Stomach,STAD,HSPA4L,DNAJC16,Sig,NS
Stomach,STAD,HSPA4L,DNAJC17,Sig,NS
Stomach,STAD,HSPA4L,DNAJC18,Sig,NS
Stomach,STAD,HSPA4L,DNAJC19,Sig,NS
Stomach,STAD,HSPA4L,DNAJC2,Sig,NS
Stomach,STAD,HSPA4L,DNAJC21,Sig,NS
Stomach,STAD,HSPA4L,DNAJC22,Sig,NS
Stomach,STAD,HSPA4L,DNAJC24,Sig,NS
Stomach,STAD,HSPA4L,DNAJC25,Sig,NS
Stomach,STAD,HSPA4L,DNAJC27,Sig,NS
Stomach,STAD,HSPA4L,DNAJC28,NS,NS
Stomach,STAD,HSPA4L,DNAJC3,Sig,NS
Stomach,STAD,HSPA4L,DNAJC30,Sig,NS
Stomach,STAD,HSPA4L,DNAJC4,NS,NS
Stomach,STAD,HSPA4L,DNAJC5,NS,NS
Stomach,STAD,HSPA4L,DNAJC5B,Sig,NS
Stomach,STAD,HSPA4L,DNAJC6,Sig,NS
Stomach,STAD,HSPA4L,DNAJC7,Sig,NS
Stomach,STAD,HSPA4L,DNAJC8,Sig,NS
Stomach,STAD,HSPA4L,DNAJC9,Sig,NS
Stomach,STAD,HSPA4L,GAK,NS,NS
Stomach,STAD,HSPA4L,HSCB,Sig,NS
Stomach,STAD,HSPA4L,HSP90AA1,Sig,NS
Stomach,STAD,HSPA4L,HSP90AB1,Sig,NS
Stomach,STAD,HSPA4L,HSP90B1,Sig,NS
Stomach,STAD,HSPA4L,HSPA12A,Sig,NS
Stomach,STAD,HSPA4L,HSPA12B,Sig,NS
Stomach,STAD,HSPA4L,HSPA13,Sig,NS
Stomach,STAD,HSPA4L,HSPA14,Sig,NS
Stomach,STAD,HSPA4L,HSPA1A,Sig,NS
Stomach,STAD,HSPA4L,HSPA1B,Sig,NS
Stomach,STAD,HSPA4L,HSPA1L,Sig,NS
Stomach,STAD,HSPA4L,HSPA2,Sig,NS
Stomach,STAD,HSPA4L,HSPA4,Sig,Sig
Stomach,STAD,HSPA5,CRYAA,NS,NS
Stomach,STAD,HSPA5,CRYAB,Sig,NS
Stomach,STAD,HSPA5,DNAJA1,Sig,Sig
Stomach,STAD,HSPA5,DNAJA2,NS,NS
Stomach,STAD,HSPA5,DNAJA3,NS,NS
Stomach,STAD,HSPA5,DNAJA4,Sig,NS
Stomach,STAD,HSPA5,DNAJB1,Sig,NS
Stomach,STAD,HSPA5,DNAJB11,Sig,Sig
Stomach,STAD,HSPA5,DNAJB12,NS,NS
Stomach,STAD,HSPA5,DNAJB13,NS,NS
Stomach,STAD,HSPA5,DNAJB14,NS,NS
Stomach,STAD,HSPA5,DNAJB2,NS,NS
Stomach,STAD,HSPA5,DNAJB3,NS,NS
Stomach,STAD,HSPA5,DNAJB4,Sig,NS
Stomach,STAD,HSPA5,DNAJB5,NS,NS
Stomach,STAD,HSPA5,DNAJB6,Sig,NS
Stomach,STAD,HSPA5,DNAJB7,NS,NS
Stomach,STAD,HSPA5,DNAJB8,NS,NS
Stomach,STAD,HSPA5,DNAJB9,Sig,NS
Stomach,STAD,HSPA5,DNAJC1,Sig,NS
Stomach,STAD,HSPA5,DNAJC10,Sig,Sig
Stomach,STAD,HSPA5,DNAJC11,NS,NS
Stomach,STAD,HSPA5,DNAJC12,NS,NS
Stomach,STAD,HSPA5,DNAJC13,NS,NS
Stomach,STAD,HSPA5,DNAJC14,NS,NS
Stomach,STAD,HSPA5,DNAJC15,NS,NS
Stomach,STAD,HSPA5,DNAJC16,NS,NS
Stomach,STAD,HSPA5,DNAJC17,NS,NS
Stomach,STAD,HSPA5,DNAJC18,NS,NS
Stomach,STAD,HSPA5,DNAJC19,NS,NS
Stomach,STAD,HSPA5,DNAJC2,Sig,NS
Stomach,STAD,HSPA5,DNAJC21,NS,NS
Stomach,STAD,HSPA5,DNAJC22,NS,NS
Stomach,STAD,HSPA5,DNAJC24,NS,NS
Stomach,STAD,HSPA5,DNAJC25,Sig,NS
Stomach,STAD,HSPA5,DNAJC27,NS,NS
Stomach,STAD,HSPA5,DNAJC28,NS,NS
Stomach,STAD,HSPA5,DNAJC3,Sig,Sig
Stomach,STAD,HSPA5,DNAJC30,NS,NS
Stomach,STAD,HSPA5,DNAJC4,NS,NS
Stomach,STAD,HSPA5,DNAJC5,NS,NS
Stomach,STAD,HSPA5,DNAJC5B,NS,NS
Stomach,STAD,HSPA5,DNAJC6,NS,NS
Stomach,STAD,HSPA5,DNAJC7,Sig,NS
Stomach,STAD,HSPA5,DNAJC8,Sig,NS
Stomach,STAD,HSPA5,DNAJC9,Sig,Sig
Stomach,STAD,HSPA5,GAK,NS,NS
Stomach,STAD,HSPA5,HSCB,NS,NS
Stomach,STAD,HSPA5,HSP90AA1,Sig,Sig
Stomach,STAD,HSPA5,HSP90AB1,Sig,Sig
Stomach,STAD,HSPA5,HSP90B1,Sig,Sig
Stomach,STAD,HSPA5,HSPA12A,NS,NS
Stomach,STAD,HSPA5,HSPA12B,NS,NS
Stomach,STAD,HSPA5,HSPA13,Sig,NS
Stomach,STAD,HSPA5,HSPA14,Sig,NS
Stomach,STAD,HSPA5,HSPA1A,Sig,NS
Stomach,STAD,HSPA5,HSPA1B,Sig,NS
Stomach,STAD,HSPA5,HSPA1L,NS,NS
Stomach,STAD,HSPA5,HSPA2,NS,NS
Stomach,STAD,HSPA5,HSPA4,Sig,NS
Stomach,STAD,HSPA5,HSPA4L,Sig,NS
Stomach,STAD,HSPA6,CRYAA,NS,NS
Stomach,STAD,HSPA6,CRYAB,Sig,NS
Stomach,STAD,HSPA6,DNAJA1,Sig,NS
Stomach,STAD,HSPA6,DNAJA2,Sig,NS
Stomach,STAD,HSPA6,DNAJA3,NS,NS
Stomach,STAD,HSPA6,DNAJA4,Sig,NS
Stomach,STAD,HSPA6,DNAJB1,Sig,Sig
Stomach,STAD,HSPA6,DNAJB11,Sig,NS
Stomach,STAD,HSPA6,DNAJB12,NS,NS
Stomach,STAD,HSPA6,DNAJB13,NS,NS
Stomach,STAD,HSPA6,DNAJB14,Sig,NS
Stomach,STAD,HSPA6,DNAJB2,Sig,NS
Stomach,STAD,HSPA6,DNAJB3,NS,NS
Stomach,STAD,HSPA6,DNAJB4,Sig,NS
Stomach,STAD,HSPA6,DNAJB5,Sig,NS
Stomach,STAD,HSPA6,DNAJB6,Sig,NS
Stomach,STAD,HSPA6,DNAJB7,NS,NS
Stomach,STAD,HSPA6,DNAJB8,NS,NS
Stomach,STAD,HSPA6,DNAJB9,NS,NS
Stomach,STAD,HSPA6,DNAJC1,NS,NS
Stomach,STAD,HSPA6,DNAJC10,Sig,NS
Stomach,STAD,HSPA6,DNAJC11,NS,NS
Stomach,STAD,HSPA6,DNAJC12,Sig,NS
Stomach,STAD,HSPA6,DNAJC13,Sig,NS
Stomach,STAD,HSPA6,DNAJC14,NS,NS
Stomach,STAD,HSPA6,DNAJC15,NS,NS
Stomach,STAD,HSPA6,DNAJC16,NS,NS
Stomach,STAD,HSPA6,DNAJC17,NS,NS
Stomach,STAD,HSPA6,DNAJC18,Sig,NS
Stomach,STAD,HSPA6,DNAJC19,NS,NS
Stomach,STAD,HSPA6,DNAJC2,Sig,NS
Stomach,STAD,HSPA6,DNAJC21,Sig,NS
Stomach,STAD,HSPA6,DNAJC22,NS,NS
Stomach,STAD,HSPA6,DNAJC24,NS,NS
Stomach,STAD,HSPA6,DNAJC25,Sig,NS
Stomach,STAD,HSPA6,DNAJC27,Sig,NS
Stomach,STAD,HSPA6,DNAJC28,Sig,NS
Stomach,STAD,HSPA6,DNAJC3,Sig,NS
Stomach,STAD,HSPA6,DNAJC30,NS,NS
Stomach,STAD,HSPA6,DNAJC4,NS,NS
Stomach,STAD,HSPA6,DNAJC5,NS,NS
Stomach,STAD,HSPA6,DNAJC5B,NS,NS
Stomach,STAD,HSPA6,DNAJC6,NS,NS
Stomach,STAD,HSPA6,DNAJC7,Sig,NS
Stomach,STAD,HSPA6,DNAJC8,Sig,NS
Stomach,STAD,HSPA6,DNAJC9,NS,NS
Stomach,STAD,HSPA6,GAK,NS,NS
Stomach,STAD,HSPA6,HSCB,NS,NS
Stomach,STAD,HSPA6,HSP90AA1,Sig,NS
Stomach,STAD,HSPA6,HSP90AB1,Sig,NS
Stomach,STAD,HSPA6,HSP90B1,Sig,NS
Stomach,STAD,HSPA6,HSPA12A,Sig,NS
Stomach,STAD,HSPA6,HSPA12B,Sig,NS
Stomach,STAD,HSPA6,HSPA13,Sig,NS
Stomach,STAD,HSPA6,HSPA14,Sig,NS
Stomach,STAD,HSPA6,HSPA1A,Sig,NS
Stomach,STAD,HSPA6,HSPA1B,Sig,Sig
Stomach,STAD,HSPA6,HSPA1L,Sig,NS
Stomach,STAD,HSPA6,HSPA2,Sig,NS
Stomach,STAD,HSPA6,HSPA4,Sig,NS
Stomach,STAD,HSPA6,HSPA4L,Sig,NS
Stomach,STAD,HSPA6,HSPA5,Sig,NS
Stomach,STAD,HSPA7,CRYAA,NS,NS
Stomach,STAD,HSPA7,CRYAB,Sig,Sig
Stomach,STAD,HSPA7,DNAJA1,Sig,NS
Stomach,STAD,HSPA7,DNAJA2,Sig,NS
Stomach,STAD,HSPA7,DNAJA3,NS,NS
Stomach,STAD,HSPA7,DNAJA4,Sig,NS
Stomach,STAD,HSPA7,DNAJB1,Sig,NS
Stomach,STAD,HSPA7,DNAJB11,NS,NS
Stomach,STAD,HSPA7,DNAJB12,Sig,NS
Stomach,STAD,HSPA7,DNAJB13,NS,NS
Stomach,STAD,HSPA7,DNAJB14,Sig,NS
Stomach,STAD,HSPA7,DNAJB2,Sig,NS
Stomach,STAD,HSPA7,DNAJB3,Sig,NS
Stomach,STAD,HSPA7,DNAJB4,Sig,Sig
Stomach,STAD,HSPA7,DNAJB5,Sig,Sig
Stomach,STAD,HSPA7,DNAJB6,Sig,NS
Stomach,STAD,HSPA7,DNAJB7,NS,NS
Stomach,STAD,HSPA7,DNAJB8,NS,NS
Stomach,STAD,HSPA7,DNAJB9,NS,NS
Stomach,STAD,HSPA7,DNAJC1,NS,NS
Stomach,STAD,HSPA7,DNAJC10,Sig,NS
Stomach,STAD,HSPA7,DNAJC11,NS,NS
Stomach,STAD,HSPA7,DNAJC12,Sig,NS
Stomach,STAD,HSPA7,DNAJC13,Sig,NS
Stomach,STAD,HSPA7,DNAJC14,NS,NS
Stomach,STAD,HSPA7,DNAJC15,Sig,NS
Stomach,STAD,HSPA7,DNAJC16,Sig,NS
Stomach,STAD,HSPA7,DNAJC17,Sig,NS
Stomach,STAD,HSPA7,DNAJC18,Sig,NS
Stomach,STAD,HSPA7,DNAJC19,Sig,NS
Stomach,STAD,HSPA7,DNAJC2,Sig,NS
Stomach,STAD,HSPA7,DNAJC21,Sig,NS
Stomach,STAD,HSPA7,DNAJC22,Sig,NS
Stomach,STAD,HSPA7,DNAJC24,Sig,Sig
Stomach,STAD,HSPA7,DNAJC25,Sig,NS
Stomach,STAD,HSPA7,DNAJC27,Sig,Sig
Stomach,STAD,HSPA7,DNAJC28,NS,NS
Stomach,STAD,HSPA7,DNAJC3,NS,NS
Stomach,STAD,HSPA7,DNAJC30,Sig,NS
Stomach,STAD,HSPA7,DNAJC4,NS,NS
Stomach,STAD,HSPA7,DNAJC5,NS,NS
Stomach,STAD,HSPA7,DNAJC5B,NS,Sig
Stomach,STAD,HSPA7,DNAJC6,NS,NS
Stomach,STAD,HSPA7,DNAJC7,Sig,NS
Stomach,STAD,HSPA7,DNAJC8,Sig,NS
Stomach,STAD,HSPA7,DNAJC9,Sig,NS
Stomach,STAD,HSPA7,GAK,NS,NS
Stomach,STAD,HSPA7,HSCB,NS,NS
Stomach,STAD,HSPA7,HSP90AA1,Sig,NS
Stomach,STAD,HSPA7,HSP90AB1,Sig,NS
Stomach,STAD,HSPA7,HSP90B1,Sig,NS
Stomach,STAD,HSPA7,HSPA12A,Sig,NS
Stomach,STAD,HSPA7,HSPA12B,Sig,Sig
Stomach,STAD,HSPA7,HSPA13,Sig,NS
Stomach,STAD,HSPA7,HSPA14,Sig,NS
Stomach,STAD,HSPA7,HSPA1A,Sig,NS
Stomach,STAD,HSPA7,HSPA1B,Sig,NS
Stomach,STAD,HSPA7,HSPA1L,Sig,NS
Stomach,STAD,HSPA7,HSPA2,Sig,NS
Stomach,STAD,HSPA7,HSPA4,Sig,NS
Stomach,STAD,HSPA7,HSPA4L,Sig,NS
Stomach,STAD,HSPA7,HSPA5,Sig,NS
Stomach,STAD,HSPA7,HSPA6,Sig,Sig
Stomach,STAD,HSPA8,CRYAA,NS,NS
Stomach,STAD,HSPA8,CRYAB,NS,NS
Stomach,STAD,HSPA8,DNAJA1,Sig,Sig
Stomach,STAD,HSPA8,DNAJA2,Sig,NS
Stomach,STAD,HSPA8,DNAJA3,Sig,NS
Stomach,STAD,HSPA8,DNAJA4,Sig,NS
Stomach,STAD,HSPA8,DNAJB1,Sig,NS
Stomach,STAD,HSPA8,DNAJB11,Sig,NS
Stomach,STAD,HSPA8,DNAJB12,Sig,NS
Stomach,STAD,HSPA8,DNAJB13,NS,NS
Stomach,STAD,HSPA8,DNAJB14,NS,NS
Stomach,STAD,HSPA8,DNAJB2,Sig,NS
Stomach,STAD,HSPA8,DNAJB3,NS,NS
Stomach,STAD,HSPA8,DNAJB4,Sig,NS
Stomach,STAD,HSPA8,DNAJB5,NS,NS
Stomach,STAD,HSPA8,DNAJB6,Sig,NS
Stomach,STAD,HSPA8,DNAJB7,NS,NS
Stomach,STAD,HSPA8,DNAJB8,NS,NS
Stomach,STAD,HSPA8,DNAJB9,Sig,NS
Stomach,STAD,HSPA8,DNAJC1,Sig,NS
Stomach,STAD,HSPA8,DNAJC10,NS,NS
Stomach,STAD,HSPA8,DNAJC11,Sig,NS
Stomach,STAD,HSPA8,DNAJC12,NS,NS
Stomach,STAD,HSPA8,DNAJC13,NS,NS
Stomach,STAD,HSPA8,DNAJC14,Sig,NS
Stomach,STAD,HSPA8,DNAJC15,Sig,NS
Stomach,STAD,HSPA8,DNAJC16,Sig,NS
Stomach,STAD,HSPA8,DNAJC17,NS,NS
Stomach,STAD,HSPA8,DNAJC18,NS,NS
Stomach,STAD,HSPA8,DNAJC19,Sig,NS
Stomach,STAD,HSPA8,DNAJC2,Sig,NS
Stomach,STAD,HSPA8,DNAJC21,Sig,NS
Stomach,STAD,HSPA8,DNAJC22,NS,NS
Stomach,STAD,HSPA8,DNAJC24,Sig,NS
Stomach,STAD,HSPA8,DNAJC25,Sig,NS
Stomach,STAD,HSPA8,DNAJC27,NS,NS
Stomach,STAD,HSPA8,DNAJC28,NS,NS
Stomach,STAD,HSPA8,DNAJC3,Sig,NS
Stomach,STAD,HSPA8,DNAJC30,Sig,NS
Stomach,STAD,HSPA8,DNAJC4,NS,NS
Stomach,STAD,HSPA8,DNAJC5,Sig,NS
Stomach,STAD,HSPA8,DNAJC5B,NS,NS
Stomach,STAD,HSPA8,DNAJC6,NS,NS
Stomach,STAD,HSPA8,DNAJC7,Sig,NS
Stomach,STAD,HSPA8,DNAJC8,Sig,NS
Stomach,STAD,HSPA8,DNAJC9,Sig,NS
Stomach,STAD,HSPA8,GAK,NS,NS
Stomach,STAD,HSPA8,HSCB,Sig,NS
Stomach,STAD,HSPA8,HSP90AA1,Sig,Sig
Stomach,STAD,HSPA8,HSP90AB1,Sig,NS
Stomach,STAD,HSPA8,HSP90B1,Sig,NS
Stomach,STAD,HSPA8,HSPA12A,NS,NS
